,productGroup,asin,categories,categoryTree,rootCategory,nodepath,nodeID
8135,Kitchen,B005KMKSP0,"[3737211, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 289668, 'name': 'Bakeware'}, {'catId': 289671, 'name': 'Bakers & Casseroles'}, {'catId': 3737211, 'name': 'Bakers'}]",1055398,,
8136,Kitchen,B0015QV5QQ,"[77182858011, 77182873011, 289696, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182848011, 'name': 'Cookware'}, {'catId': 77182858011, 'name': 'Bowls'}]",265523,,
8137,Kitchen,B003WP7VN4,"[24065798011, 82795864011, 289774, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337688011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_4901'}, {'catId': 23686064011, 'name': 'Breakroom'}, {'catId': 24005362011, 'name': 'Power & Accessories'}, {'catId': 24065798011, 'name': 'Cooking Utensils'}]",265523,,
8138,Home,B009OCFR9O,"[3735601, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735601, 'name': 'Poster Frames'}]",1055398,,
8139,Furniture,B005G6Z4PY,"[3733491, 13900811, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063318, 'name': 'Living Room Furniture'}, {'catId': 3733491, 'name': 'Chairs'}]",1055398,,
8140,Home,B00DSMOM3I,"[3736151, 17515225011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063302, 'name': 'Window Treatments'}, {'catId': 3736141, 'name': 'Curtains & Drapes'}, {'catId': 3736151, 'name': 'Panels'}]",1055398,,
8141,Home,B004GHR4L6,"[695489011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 3610841, 'name': 'Storage & Organization'}, {'catId': 3744341, 'name': 'Laundry Storage & Organization'}, {'catId': 695489011, 'name': 'Laundry Hampers'}]",1055398,,
8142,Home,B003QCJX48,"[3736151, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 1063302, 'name': 'Window Treatments'}, {'catId': 3736141, 'name': 'Curtains & Drapes'}, {'catId': 3736151, 'name': 'Panels'}]",1055398,,
8143,Furniture,B005CWHY7I,"[3733291, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063308, 'name': 'Bedroom Furniture'}, {'catId': 3733291, 'name': 'Vanities & Vanity Benches'}]",1055398,Home & Kitchen/Furniture/Bedroom Furniture/Vanities & Vanity Benches,3733291.0
8144,Home,B002X79WKM,"[3732211, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 3732211, 'name': 'Bed Skirts'}]",1055398,,
8145,Kitchen,B000M9OQUE,"[23774440011, 23772865011, 23870136011, 23705309011, 17938212011, 119008844011, 2237239011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337647011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3301'}, {'catId': 23772815011, 'name': 'Education'}, {'catId': 23772819011, 'name': 'Early Childhood'}, {'catId': 23774437011, 'name': 'Snacks & Beverages'}, {'catId': 23774440011, 'name': 'Supplies & Cutlery'}]",265523,,
8146,Home,B007ELALZC,"[3744001, 23900368011, 23772835011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 3610841, 'name': 'Storage & Organization'}, {'catId': 2422463011, 'name': 'Racks, Shelves & Drawers'}, {'catId': 3744001, 'name': 'Standing Shelf Units'}]",1055398,,
8147,Furniture,B006OICFBE,"[3733641, 13900811, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063318, 'name': 'Living Room Furniture'}, {'catId': 680098011, 'name': 'Tables'}, {'catId': 3733641, 'name': 'End Tables'}]",1055398,,
8148,Home,B00DW35OJY,"[3732781, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063274, 'name': 'Sheets & Pillowcases'}, {'catId': 3732781, 'name': 'Sheet & Pillowcase Sets'}]",1055398,,
8149,Kitchen,B00008WV2Y,"[77182858011, 77182873011, 289696]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182848011, 'name': 'Cookware'}, {'catId': 77182858011, 'name': 'Bowls'}]",265523,,
8150,Home,B0096JEJ8A,"[14053321, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 2224405011, 'name': 'Comforters & Sets'}, {'catId': 14053321, 'name': 'Comforter Sets'}]",1055398,,
8151,Furniture,B00DW36JO8,"[3732781, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063274, 'name': 'Sheets & Pillowcases'}, {'catId': 3732781, 'name': 'Sheet & Pillowcase Sets'}]",1055398,,
8152,Home,B00E6OCSKG,[3741981],"[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 1063916, 'name': 'Kitchen & Table Linens'}, {'catId': 3741981, 'name': 'Cloth Napkins'}]",1055398,,
8153,Home,B001VGE0A8,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
8154,Lawn & Patio,B001EHGT5S,"[2422435011, 23900374011, 18715717011, 23772835011, 13900811, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 3610841, 'name': 'Storage & Organization'}, {'catId': 2422430011, 'name': 'Baskets, Bins & Containers'}, {'catId': 2422435011, 'name': 'Open Storage Bins'}]",1055398,,
8155,Kitchen,B00023XCWS,"[289753, 24065233011, 21551226011, 285080, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 915194, 'name': 'Coffee, Tea & Espresso'}, {'catId': 19309415011, 'name': 'Kettles & Tea Machines'}, {'catId': 289753, 'name': 'Electric Kettles'}]",1055398,,
8156,Home,B005HT0RLG,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
8157,Kitchen,B0095ZBK4G,"[3117950011, 24065233011, 23870136011]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 915194, 'name': 'Coffee, Tea & Espresso'}, {'catId': 19309415011, 'name': 'Kettles & Tea Machines'}, {'catId': 3117950011, 'name': 'Iced Tea Machines'}]",1055398,,
8158,Home,B004EJIOQU,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
8159,Home,B003E1O1E8,"[13749741, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063238, 'name': 'Bathroom Accessories'}, {'catId': 3731971, 'name': 'Holders & Dispensers'}, {'catId': 13749741, 'name': 'Bathroom Trays'}]",1055398,,
8160,Furniture,B002IEB8QG,"[684541011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21487702011, 'name': 'Rugs, Pads & Protectors'}, {'catId': 684541011, 'name': 'Area Rugs'}]",1055398,,
8161,Furniture,B0007MVLEK,"[684541011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21487702011, 'name': 'Rugs, Pads & Protectors'}, {'catId': 684541011, 'name': 'Area Rugs'}]",1055398,,
8162,Kitchen,B00C1LU7HW,"[17659392011, 18505439011, 77182862011, 77182872011, 17938209011, 289717, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337685011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_6701'}, {'catId': 17659392011, 'name': 'VPCs'}]",265523,,
8163,Home,B008BDSBEU,"[3732211, 17515225011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 3732211, 'name': 'Bed Skirts'}]",1055398,,
8164,Kitchen,B0016KZ9MC,"[723472011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 901590, 'name': 'Event & Party Supplies'}, {'catId': 723469011, 'name': 'Decorations'}, {'catId': 723472011, 'name': 'Streamers'}]",1055398,,
8165,Home,B00B8XFOPE,"[3732781, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 1063274, 'name': 'Sheets & Pillowcases'}, {'catId': 3732781, 'name': 'Sheet & Pillowcase Sets'}]",1055398,,
8166,Home,B001RBCY3C,"[23772844011, 493964, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337647011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_3301'}, {'catId': 23772815011, 'name': 'Education'}, {'catId': 23772844011, 'name': 'Arts & Crafts'}]",265523,,
8167,Home,B003G2ZVY4,"[10671050011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063252, 'name': 'Bedding'}, {'catId': 10671039011, 'name': 'Quilts & Sets'}, {'catId': 10671050011, 'name': 'Quilt Sets'}]",1055398,,
8168,Kitchen,B0017U5DZY,"[17659392011, 77182857011, 13840231, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337685011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_6701'}, {'catId': 17659392011, 'name': 'VPCs'}]",265523,,
8169,Furniture,B00BNZ63NO,"[3733851, 13900811, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 5422303011, 'name': 'Game & Recreation Room Furniture'}, {'catId': 3734101, 'name': 'Home Bar Furniture'}, {'catId': 3733851, 'name': 'Barstools'}]",1055398,,
8170,Home,B000ND7A5M,"[15342831, 23853662011, 18854674011, 10755432011, 21524182011, 13749801, 13900811, 13900821, 285080]","[{'catId': 3760901, 'name': 'Health & Household'}, {'catId': 15342811, 'name': 'Household Supplies'}, {'catId': 15342831, 'name': 'Cleaning Tools'}]",3760901,Home & Kitchen/Cleaning Supplies/Household Cleaners/Cleaning Tools,15342831.0
8171,Furniture,B0046TR4IW,"[3733721, 23899071011, 21599778011, 23774507011, 13900811, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063312, 'name': 'Home Office Furniture'}, {'catId': 18682064011, 'name': 'Home Office Chairs'}, {'catId': 3733721, 'name': 'Home Office Desk Chairs'}]",1055398,,
8172,Home,B004EJOSZQ,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
8173,Kitchen,B003WH9HNE,"[77182875011, 2231408011]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77076852011, 'name': 'Cookware and Bakeware'}, {'catId': 77182859011, 'name': 'Bakeware'}, {'catId': 77182871011, 'name': 'Tools and accessories'}, {'catId': 77182875011, 'name': 'Baking cups'}]",265523,,
8174,Home,B00DUVTP9S,"[3731971, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063238, 'name': 'Bathroom Accessories'}, {'catId': 3731971, 'name': 'Holders & Dispensers'}]",1055398,Home & Kitchen/Bath/Bathroom Accessories/Holders & Dispensers,3731971.0
8175,Kitchen,B003W0UNM0,"[18505439011, 77182883011, 289721, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337712011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_6001'}, {'catId': 18505439011, 'name': 'Best Sellers in Kitchen'}]",265523,,
8176,Kitchen,B000KILLXM,"[10755432011, 82791422011, 17938208011, 289860, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337695011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_4101'}, {'catId': 10755432011, 'name': 'Prime Now'}]",265523,,
8177,Kitchen,B0017RICV4,"[82794280011, 289810, 16310161]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77077733011, 'name': 'Tools and Utensils'}, {'catId': 82794280011, 'name': 'Thermometers and Timers'}]",265523,,
8178,Kitchen,B0034A8HKI,"[82785833011, 82791990011, 13875941, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337725011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_2901'}, {'catId': 77072584011, 'name': 'Food Service'}, {'catId': 77077425011, 'name': 'Cutlery, Dinnerware and Knives'}, {'catId': 82785833011, 'name': 'Specialty Knives'}]",265523,,
8179,Home,B00BVZL9B2,"[3731761, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063244, 'name': 'Towels'}, {'catId': 3731761, 'name': 'Towel Sets'}]",1055398,,
8180,Home,B004EJM574,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
8181,Home,B004T1937W,[3742001],"[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 1063916, 'name': 'Kitchen & Table Linens'}, {'catId': 3742001, 'name': 'Place Mats'}]",1055398,,
8182,Kitchen,B007L4OV6M,"[24065798011, 82795864011, 289772, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337688011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_4901'}, {'catId': 23686064011, 'name': 'Breakroom'}, {'catId': 24005362011, 'name': 'Power & Accessories'}, {'catId': 24065798011, 'name': 'Cooking Utensils'}]",265523,,
8183,Kitchen,B00008XEWG,"[289749, 23772865011, 23870136011, 17938210011, 17938213011, 17938598011, 23705309011, 17938212011, 24065233011, 21467956011, 18505439011, 17938206011, 119008844011, 19820201011, 17938211011, 18327717011, 17938208011, 17938214011, 23774440011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 915194, 'name': 'Coffee, Tea & Espresso'}, {'catId': 7740213011, 'name': 'Coffee Makers'}, {'catId': 289749, 'name': 'French Presses'}]",1055398,,
8184,Kitchen,B009P48324,"[16907729011, 18505439011, 77182850011, 289827, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337675011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_1101'}, {'catId': 16907729011, 'name': 'Business Pricing: Kitchen'}]",265523,,
8185,Kitchen,B0000DC0ZN,"[17938207011, 23691995011, 13218751, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337659011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_5001'}, {'catId': 17938207011, 'name': 'Best Sellers in Taiwan'}]",265523,,
8186,Home,B00EXIACSU,"[21228100011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337686011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_8501'}, {'catId': 21210639011, 'name': 'Classroom Supplies'}, {'catId': 21224844011, 'name': 'Cutting & Measuring'}, {'catId': 21228100011, 'name': 'Paper Trimmers, Utility Knives, & Blades'}]",265523,,
8187,Home,B004D3SJTE,"[3735611, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063278, 'name': 'Home Décor Products'}, {'catId': 21557027011, 'name': 'Photo Albums, Frames & Accessories'}, {'catId': 1063286, 'name': 'Picture Frames'}, {'catId': 3735611, 'name': 'Wall & Tabletop Frames'}]",1055398,,
8188,Kitchen,B00F0A6GDU,"[24065798011, 18505439011, 82795864011, 760380, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337688011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_4901'}, {'catId': 23686064011, 'name': 'Breakroom'}, {'catId': 24005362011, 'name': 'Power & Accessories'}, {'catId': 24065798011, 'name': 'Cooking Utensils'}]",265523,,
8189,Furniture,B00GO8Y6BQ,"[3732981, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063308, 'name': 'Bedroom Furniture'}, {'catId': 3732961, 'name': 'Mattresses & Box Springs'}, {'catId': 3732981, 'name': 'Mattresses'}]",1055398,,
8190,Home,B005TOWRAI,"[3731761, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063244, 'name': 'Towels'}, {'catId': 3731761, 'name': 'Towel Sets'}]",1055398,,
8191,Home,B007IDG8QC,"[3731761, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063236, 'name': 'Bath'}, {'catId': 1063244, 'name': 'Towels'}, {'catId': 3731761, 'name': 'Towel Sets'}]",1055398,,
8192,Kitchen,B00004XSC7,"[23705309011, 82794280011, 119008844011, 678520011, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337675011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_1101'}, {'catId': 23564382011, 'name': 'Request for quote'}, {'catId': 23705309011, 'name': 'Request for quote | Hospitality'}]",265523,,
8193,Furniture,B0051UMY4Y,"[3733261, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063308, 'name': 'Bedroom Furniture'}, {'catId': 3733261, 'name': 'Dressers'}]",1055398,,
8194,Kitchen,B001CQTLJM,"[18854674011, 20622046011, 17938207011, 17938210011, 17938213011, 17938598011, 16907729011, 23705309011, 17923020011, 18505454011, 17938212011, 17938205011, 20965245011, 20405902011, 10755432011, 18854673011, 18505439011, 17938206011, 119011811011, 17923019011, 19820201011, 17938211011, 18327717011, 17938209011, 17938208011, 17938214011, 289867, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337648011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_4001'}, {'catId': 18854674011, 'name': 'Best Sellers in Nigeria'}]",265523,,
8195,Kitchen,B001DLP4EM,"[16907729011, 10755432011, 82795060011, 16439871, 13900821]","[{'catId': 265523, 'name': 'Stores'}, {'catId': 120337644011, 'name': 'Arborist Merchandising Root'}, {'catId': 2740349011, 'name': 'Self Service'}, {'catId': 2740350011, 'name': 'Special Features Stores'}, {'catId': 120337645011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_0'}, {'catId': 120337675011, 'name': 'bdb4ab35-5f7e-422a-b6d6-a39c540e89e2_1101'}, {'catId': 16907729011, 'name': 'Business Pricing: Kitchen'}]",265523,,
8196,Furniture,B0047T6JUA,"[10824421, 23899059011, 23867559011, 13900821]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 1063306, 'name': 'Furniture'}, {'catId': 1063312, 'name': 'Home Office Furniture'}, {'catId': 10824421, 'name': 'Bookcases'}]",1055398,,
8197,Kitchen,B0002TG2WE,"[510136, 289779]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 510136, 'name': 'Storage & Organization'}]",1055398,Home & Kitchen/Kitchen & Dining/Kitchen Utensils & Gadgets/Seasoning & Spice Tools,289779.0
8198,Kitchen,B0002TG2WE,"[510136, 289779]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 510136, 'name': 'Storage & Organization'}]",1055398,Home & Kitchen/Kitchen & Dining/Storage & Organization,510136.0
8199,Kitchen,B0002TG2WE,"[510136, 289779]","[{'catId': 1055398, 'name': 'Home & Kitchen'}, {'catId': 284507, 'name': 'Kitchen & Dining'}, {'catId': 510136, 'name': 'Storage & Organization'}]",1055398,Home & Kitchen/Storage & Organization/Kitchen Storage & Organization,510136.0
